Year,Team,Elo
2015,Marist,1306.592296
2015,Hofstra,1556.650395
2015,Ferrum,1488.858186
2015,Delaware State,1501.743958
2015,Cal State Maritime,1489.664335
2015,Chowan,1478.512802
2015,Eastern Washington,1654.757787
2015,Rochester (MI),1440.921958
2015,Olivet Nazarene,1480.605853
2015,Master's,1486.761759
2015,West Virginia Tech,1477.840189
2015,Newbury,1489.625288
2015,Fairfield,1394.723294
2015,Maryland-Baltimore County,1288.199553
2015,Arkansas-Monticello,1447.039349
2015,Mount Saint Vincent,1489.91045
2015,St. Bonaventure,1553.208086
2015,East Carolina,1464.211206
2015,Manhattan,1471.90673
2015,Erskine,1485.081633
2015,Florida International,1498.294894
2015,Creighton,1509.476775
2015,Texas A&M-Kingsville,1478.079356
2015,Urbana,1481.060842
2015,DePaul,1468.661291
2015,Stillman,1485.680579
2015,Hillsdale,1450.478137
2015,Wyoming,1650.693994
2015,Alabama State,1564.835125
2015,College of Faith,1490.222985
2015,Chadron State,1489.266232
2015,Illinois,1589.099289
2015,Alaska-Anchorage,1463.444154
2015,Southern Utah,1386.624997
2015,Fairleigh Dickinson-Florham,1478.471749
2015,Miles,1482.809986
2015,San Francisco,1487.368865
2015,Webber,1486.421266
2015,Tennessee State,1323.295804
2015,Morrisville State,1485.201726
2015,Louisiana State-Alexandria,1427.785178
2015,Northwest University,1484.685054
2015,Thomas University,1457.413626
2015,Central Pennsylvania College,1419.886303
2015,Western Carolina,1472.643604
2015,Sacred Heart,1475.666974
2015,Coastal Carolina,1621.275238
2015,Alfred,1482.059039
2015,Brigham Young,1643.044692
2015,Rhode Island,1616.302477
2015,Milwaukee,1467.225801
2015,Chattanooga,1590.85812
2015,Tabor College,1485.938173
2015,Newman,1492.48653
2015,Utah,1682.332386
2015,Charlotte,1486.556732
2015,Hartwick,1475.591765
2015,Maine-Fort Kent,1486.692714
2015,Saint Mary's (CA),1634.687716
2015,Rutgers,1457.445491
2015,Texas-Rio Grande Valley,1427.150543
2015,Lyndon State,1480.60297
2015,Harris-Stowe,1463.631801
2015,Toccoa Falls,1450.129751
2015,Davidson,1647.152388
2015,Robert Morris,1512.452676
2015,Johnson & Wales (NC),1445.508623
2015,Maryland,1709.860085
2015,Coast Guard,1481.091286
2015,Fresno Pacific,1486.314316
2015,Arizona,1771.123595
2015,San Diego Christian,1402.505568
2015,Champion Baptist,1448.64182
2015,Appalachian State,1420.944251
2015,Northwest Oklahoma State,1486.995131
2015,South Carolina Upstate,1588.4246
2015,North Carolina-Asheville,1483.485334
2015,Bristol University,1422.86064
2015,North Dakota,1414.078225
2015,Xavier,1608.423081
2015,New Mexico State,1572.589418
2015,Howard,1496.063463
2015,Adams State,1466.421457
2015,Paine,1481.734375
2015,Palm Beach Atlantic,1478.174121
2015,Western Michigan,1556.440103
2015,West Virginia,1655.021641
2015,Kansas State,1511.425307
2015,Thomas (ME),1485.766949
2015,Southern-New Orleans,1468.560671
2015,Southern,1475.637776
2015,North Texas,1487.271367
2015,Goucher,1463.402378
2015,New Hampshire,1532.386317
2015,Chicago State,1364.461993
2015,Tulane,1525.701608
2015,Norfolk State,1564.001339
2015,Kennesaw State,1390.521409
2015,Kentucky,1830.620184
2015,Evansville,1626.1043
2015,Wentworth,1483.682931
2015,Case Western Reserve,1485.600173
2015,Fordham,1419.305196
2015,Brescia,1480.602431
2015,Ohio Valley,1475.653031
2015,Florida Atlantic,1439.696808
2015,Southern Arkansas,1490.349547
2015,Dillard,1463.188046
2015,Missouri,1429.011902
2015,Harvard,1631.320103
2015,Lewis & Clark,1472.097489
2015,Arkansas State,1448.485302
2015,Minnesota,1572.2869
2015,San Diego,1502.091945
2015,Southern Virginia,1489.019323
2015,Iona,1642.206578
2015,New Mexico,1541.243936
2015,Mid-Atlantic Christian,1480.38387
2015,Charleston Southern,1557.996407
2015,Central Florida,1482.49241
2015,Bethune-Cookman,1383.56007
2015,Citadel,1428.870211
2015,Western Illinois,1414.159381
2015,Prairie View,1424.445998
2015,Trinity (CT),1489.341348
2015,Louisiana Tech,1653.158885
2015,Tennessee-Martin,1556.440456
2015,College of Charleston,1388.935324
2015,Goshen,1489.555524
2015,Fresno State,1454.261602
2015,Washington College,1485.935033
2015,Ouachita,1492.646426
2015,Mayville State,1479.420252
2015,Louisiana,1552.353918
2015,Catholic,1490.007552
2015,William Jewell,1481.56693
2015,Bluefield State,1480.544052
2015,Pacific,1475.817938
2015,Oakland,1487.052264
2015,Florida Tech,1467.268473
2015,Greenville,1480.613454
2015,Virginia Commonwealth,1689.60176
2015,Colorado State,1714.309314
2015,Lamar,1496.60933
2015,Wilberforce,1478.116575
2015,Tennessee Tech,1480.478186
2015,Presbyterian,1407.71467
2015,Our Lady of the Lake,1464.662732
2015,Holy Names,1490.490407
2015,Coppin State,1341.633428
2015,Colorado Christian,1466.412237
2015,Boston College,1475.704373
2015,Brown,1458.568956
2015,Northern Arizona,1519.028243
2015,Idaho State,1355.204311
2015,South Florida,1424.304069
2015,Florida State,1510.070358
2015,Boise State,1640.354917
2015,Dickinson State (ND),1478.724843
2015,Texas Lutheran,1482.722386
2015,Johnson University,1467.334507
2015,George Mason,1415.813559
2015,Hood,1484.037659
2015,Incarnate Word,1597.813097
2015,Loyola (MD),1423.671489
2015,Alice Lloyd,1487.94338
2015,Trevecca Nazarene,1475.121629
2015,Willamette,1483.4468
2015,Hannibal-LaGrange,1482.274714
2015,Kent State,1603.802832
2015,Georgia,1605.402032
2015,Texas Tech,1503.417489
2015,St. Katherine,1387.957602
2015,Greensboro,1457.76727
2015,Young Harris,1484.648409
2015,Weber State,1479.850654
2015,Georgia Tech,1507.384833
2015,Seton Hall,1578.622066
2015,Bob Jones University,1449.06495
2015,Oberlin,1481.499285
2015,Colorado,1520.430677
2015,Reinhardt,1463.130888
2015,Sarah Lawrence,1486.065273
2015,Middle Georgia State,1478.210096
2015,New Orleans,1436.27389
2015,Northern Colorado,1505.720601
2015,Catawba,1469.369432
2015,Trinity Christian,1477.12114
2015,Alabama-Birmingham,1515.200143
2015,Saint Joseph's,1476.858333
2015,Portland,1551.848389
2015,Chaminade,1445.365728
2015,Texas A&M,1610.591705
2015,Massachusetts Institute of Technology,1489.343636
2015,Loyola (LA),1481.308866
2015,Lafayette,1573.31598
2015,Mississippi State,1469.856403
2015,Missouri S&T,1480.139166
2015,Mercer,1514.240148
2015,Alcorn State,1332.807344
2015,Peace,1488.670482
2015,Holy Cross,1498.589498
2015,Cheyney,1484.803177
2015,Buffalo,1631.535369
2015,Robert Morris (IL),1483.735598
2015,Bryant,1495.925826
2015,Emerson,1481.437195
2015,Virginia-Lynchburg,1464.137203
2015,Penn State-Harrisburg,1481.359929
2015,Morehead State,1477.296183
2015,Earlham (IN),1489.119926
2015,Texas-Tyler,1487.867655
2015,Illinois State,1594.08376
2015,South Carolina,1533.190969
2015,Green Bay,1661.457597
2015,Morgan State,1332.437529
2015,Texas Christian,1570.75539
2015,Elon,1468.836996
2015,Missouri State,1466.736121
2015,Loyola Marymount,1388.327173
2015,Jacksonville State,1449.846909
2015,Coker,1482.658261
2015,Florida A&M,1243.97904
2015,Concordia (OR),1475.894416
2015,Notre Dame de Namur,1481.996688
2015,Cal State East Bay,1459.438451
2015,Gonzaga,1789.694109
2015,Ohio State,1647.006253
2015,Great Falls,1484.701978
2016,Johnson & Wales,1480.400679
2016,Waldorf,1484.990977
2016,Siena,1580.367977
2016,Worcester State,1484.63135
2016,Stephen F. Austin,1654.320155
2016,North Carolina Wesleyan,1475.876566
2016,Grambling,1371.884536
2016,Texas A&M-Corpus Christi,1653.127558
2016,Multnomah,1470.551861
2016,Louisiana-Monroe,1527.702082
2016,Truett-McConnell,1487.815583
2016,Florida,1604.511746
2016,Louisiana State,1557.499757
2016,Centenary (LA),1473.04367
2016,Widener,1479.042872
2016,Vermont,1545.030315
2016,Georgia Southern,1457.420477
2016,Voorhees,1462.965113
2016,Louisiana College,1435.01466
2016,Saint Joseph's (IN),1489.749597
2016,William Woods,1482.770141
2016,Grace Bible,1487.548817
2016,Saint Louis,1442.31102
2016,Long Beach State,1550.695928
2016,Marygrove,1467.033466
2016,Seattle,1453.820572
2016,Valley City State,1472.340927
2016,Indiana,1664.078434
2016,Butler,1621.894036
2016,Winthrop,1611.668376
2016,Bridgewater (VA),1478.31112
2016,Northland,1484.457587
2016,Northern Michigan,1488.864761
2016,Ball State,1557.680604
2016,Indiana-Kokomo,1459.73306
2016,Navy,1569.264923
2016,Fisher College,1487.497744
2016,Columbia,1601.432448
2016,Emporia State,1489.795286
2016,Rio Grande,1473.827962
2016,Auburn,1482.01848
2016,Lipscomb,1415.833018
2016,Quincy,1486.550214
2016,Temple,1573.13882
2016,Indiana-Northwest,1461.390627
2016,Paul Quinn,1486.318796
2016,Georgia State,1569.194243
2016,Alma,1483.903311
2016,Marshall,1501.757324
2016,Southern Mississippi,1385.55556
2016,Alabama,1579.998699
2016,Louisiana State-Shreveport,1479.82977
2016,Duquesne,1554.704304
2016,Sul Ross State,1473.516095
2016,St. John's (NY),1417.299344
2016,Rockhurst,1478.662836
2016,Missouri-Kansas City,1459.695726
2016,Monmouth,1661.420181
2016,UC-San Diego,1490.455966
2016,Wagner,1581.849367
2016,Duke,1671.68821
2016,Austin College,1481.331301
2016,Towson,1544.048326
2016,George Fox,1484.370966
2016,Texas Wesleyan,1486.30053
2016,Stony Brook,1659.921256
2016,William & Mary,1611.269992
2016,St. Edward's,1473.57023
2016,Syracuse,1612.645235
2016,Clemson,1539.597166
2016,Colgate,1454.822596
2016,Notre Dame (CA),1479.770481
2016,Angelo State,1478.27807
2016,Northern Illinois,1611.252686
2016,Jarvis Christian,1440.826076
2016,Biola,1490.812265
2016,Air Force,1504.516641
2016,Albany (NY),1619.258993
2016,Hawaii-Hilo,1473.743386
2016,Cal State Dominguez Hills,1478.056771
2016,Virginia Tech,1547.613608
2016,Maryland-Eastern Shore,1373.622515
2016,Florida Memorial,1466.408096
2016,UC-Santa Barbara,1536.013738
2016,James Madison,1600.556797
2016,Schreiner,1466.870327
2016,Santa Clara,1403.022669
2016,Wayne State (NE),1489.082171
2016,Northern Kentucky,1421.320797
2016,St. Catharine,1487.309324
2016,Saint Peter's,1458.34795
2016,Kentucky Christian,1482.733696
2016,Miami (OH),1457.925269
2016,Southern California,1625.385465
2016,Savannah State,1483.954124
2016,Bucknell,1516.415302
2016,Cal State Northridge,1417.938386
2016,Delaware,1380.543592
2016,Jacksonville,1476.180431
2016,North Carolina Central,1431.516409
2016,Arkansas,1518.574029
2016,York (NE),1464.189921
2016,Fort Wayne,1630.799058
2016,Montana,1571.491942
2016,Oregon,1715.401841
2016,Pacific Union,1443.676611
2016,North Carolina-Greensboro,1452.266955
2016,Iowa,1645.205024
2016,Murray State,1550.876537
2016,Radford,1535.23569
2016,San Francisco State,1492.525588
2016,Trinity International (IL),1460.917906
2016,Idaho,1555.223797
2016,Oregon Tech,1481.029497
2016,Stetson,1418.036438
2016,Farmingdale State,1491.719486
2016,Abilene Christian,1442.276716
2016,Ohio,1605.119273
2016,Regis,1483.624562
2016,North Carolina A&T,1388.524794
2016,Arlington Baptist,1486.656127
2016,Spring Hill,1481.828012
2016,Dayton,1690.853768
2016,Little Rock,1724.081387
2016,Miami (FL),1698.486055
2016,Methodist,1486.680739
2016,Summit,1460.660223
2016,Middle Tennessee,1635.039706
2016,Piedmont,1443.110507
2016,East Mennonite,1489.301804
2016,Central Arkansas,1353.585608
2016,Old Dominion,1571.909682
2016,Northern Iowa,1582.485963
2016,Omaha,1535.723715
2016,McNeese State,1407.569014
2016,Campbell,1457.095326
2016,Southern Illinois-Edwardsville,1363.511807
2016,Wesley,1483.901263
2016,Marian,1490.587663
2016,Illinois-Springfield,1485.145099
2016,Staten Island,1488.66773
2016,Maine,1366.185435
2016,Penn State,1517.364276
2016,Canisius,1469.543633
2016,Albion,1487.671389
2016,Edward Waters,1486.756063
2016,St. Andrews,1479.956135
2016,Hardin-Simmons,1487.115416
2016,Bowling Green State,1510.058558
2016,Texas College,1479.185923
2016,Georgetown,1525.824107
2016,Bryn Athyn,1488.744837
2016,Bethesda University (CA),1444.735965
2016,Cincinnati-Clermont,1487.150503
2016,Virginia,1704.030434
2016,American,1407.563767
2016,Gallaudet,1487.703633
2016,Nicholls State,1404.530786
2016,Michigan,1620.220792
2016,Westminster (MO),1483.26978
2016,Furman,1526.012785
2016,Cumberland,1481.202307
2016,Army,1551.884722
2016,Western Kentucky,1531.934457
2016,Northwest Christian,1488.140249
2016,Simpson,1464.450355
2016,Lourdes,1484.15747
2016,North Carolina-Wilmington,1627.021581
2016,Trinity (FL),1480.90409
2016,Milligan,1478.229301
2016,Michigan State,1722.360065
2016,Francis Marion,1486.425773
2016,Saint Mary's (MN),1485.793977
2016,Kentucky State,1480.124557
2016,Crowley's Ridge,1483.879039
2016,Trinity Baptist,1439.845272
2016,Rutgers-Newark,1477.758261
2016,Eastern Michigan,1546.65346
2016,Cal State Fullerton,1440.351737
2016,Providence,1658.34972
2016,South Dakota School of Mines,1483.695197
2016,Bradley,1323.428571
2016,Belmont,1593.488091
2016,Wake Forest,1489.716177
2016,UC-Riverside,1477.868678
2016,Northwestern,1612.536027
2016,Loyola (IL),1484.850728
2016,Cleveland State,1411.892723
2016,Connecticut,1629.231679
2016,Memphis,1562.449052
2016,Fisk,1475.012516
2016,Seton Hill,1485.859595
2016,Wichita State,1630.600437
2016,Central Connecticut State,1263.707054
2016,Montreat,1446.237002
2016,Wheelock,1480.189086
2016,Portland State,1444.9104
2016,Houston,1618.003818
2016,Houston Baptist,1500.04606
2016,Yale,1638.000435
2016,Mars Hill,1473.295128
2016,Drake,1375.064905
2016,Hiram,1490.710975
2016,Albany State (GA),1480.949842
2016,Pine Manor,1481.163589
2016,Illinois-Chicago,1300.62667
2016,Vanguard,1479.339208
2016,Cairn,1480.485664
2016,St. Thomas (TX),1466.758092
2016,New Hope Christian,1486.378524
2016,Longwood,1385.147003
2016,Stanford,1547.479695
2016,Purdue,1683.653943
2016,Hartford,1385.043244
2016,Samford,1491.360743
2016,Southern Methodist,1719.10982
2016,Tennessee Wesleyan,1477.893538
2016,Florida Gulf Coast,1549.213473
2016,East Tennessee State,1592.570785
2016,Texas Southern,1467.210141
2016,University of the Southwest,1480.501218
2016,New Mexico Highlands,1469.6985
2016,Richmond,1533.101663
2016,La Salle,1402.162908
2016,Averett,1487.629111
2016,Life Pacific,1460.729338
2016,Daniel Webster,1471.601833
2016,Mary Washington,1487.728002
2016,Dallas Christian,1485.089742
2016,Dartmouth,1422.230459
2016,North Dakota State,1571.751217
2016,Drexel,1340.805854
2016,Menlo,1472.553845
2016,Cal State Bakersfield,1606.403477
2016,Allen,1426.354749
2016,Pensacola Christian,1480.076371
2016,Valparaiso,1706.425719
2016,Arkansas-Pine Bluff,1347.396689
2016,Selma University,1478.412547
2016,Arkansas-Fort Smith,1483.245134
2016,Villanova,1759.126878
2016,Hampton,1559.987053
2016,South Dakota,1480.405819
2016,Toledo,1537.96633
2016,Oregon State,1603.855461
2016,South Carolina State,1500.083909
2016,Southern Illinois,1636.423395
2016,Oral Roberts,1526.402553
2016,Marquette,1574.88002
2016,Benedictine (AZ),1485.909019
2016,North Carolina,1720.563026
2016,Northeastern,1553.815792
2016,UC-Davis,1439.826936
2016,Southeastern Louisiana,1381.056557
2016,Wisconsin-Superior,1487.269526
2016,Minnesota-Duluth,1489.080553
2016,Siena Heights,1485.358455
2016,Virginia Wise,1485.632507
2016,Mississippi,1581.217244
2016,Hiwassee,1452.496762
2016,Central Baptist,1478.611203
2016,Fort Valley State,1443.360931
2016,Medgar Evers,1482.694773
2016,Long Island University,1489.349715
2016,Western State,1479.517906
2016,Auburn Montgomery,1448.56754
2016,Cornell,1451.650808
2016,Point Loma Nazarene,1486.65586
2016,Pacific Lutheran,1480.91658
2016,IUPUI,1433.628879
2016,Arizona Christian,1489.085372
2016,San Jose State,1402.859056
2016,Randolph,1478.004784
2016,Embry-Riddle Aeronautical University,1477.285297
2016,Mount St. Mary's,1445.438232
2016,Boston University,1513.439774
2016,Rowan,1476.844943
2016,Coastal Georgia,1488.025924
2016,Michigan-Dearborn,1483.643791
2016,Jackson State,1516.657117
2016,Texas-El Paso,1551.068734
2016,Youngstown State,1427.142275
2016,Akron,1670.830584
2016,Niagara,1352.248182
2016,Ecclesia,1472.163051
2016,Pennsylvania,1439.48156
2016,Mobile,1479.203703
2016,Massachusetts,1487.638346
2016,Eckerd,1486.977057
2016,Austin Peay,1482.424488
2016,Lees-McRae,1481.723857
2016,Bluefield College (VA),1484.13131
2016,Pepperdine,1548.736271
2016,Notre Dame,1631.590901
2016,San Diego State,1649.088797
2016,UC-Irvine,1658.183928
2016,Roosevelt,1461.582026
2016,Detroit Mercy,1513.677104
2016,Aquinas,1485.133413
2016,Southeast Missouri State,1319.045938
2016,Molloy,1488.415884
2016,Boyce,1485.559917
2016,Lyon,1481.542293
2016,Grand Canyon,1699.508538
2016,Montana Western,1488.94237
2016,Florida National University,1482.458023
2016,Washington,1572.323303
2016,Gardner-Webb,1494.255939
2016,Wright State,1545.109584
2016,Minnesota-Morris,1483.621301
2016,Howard Payne,1442.344799
2016,St. Francis (NY),1438.828352
2016,Malone,1479.413808
2016,Utah Valley,1447.167993
2016,Denison,1485.898264
2016,Eastern Kentucky,1527.545374
2016,Columbia International,1479.962387
2016,Thiel,1481.277874
2016,Eureka,1469.501047
2016,Wisconsin,1588.104495
2016,Lincoln,1481.495098
2016,University of California,1633.815926
2016,Vanderbilt,1582.124012
2016,North Carolina State,1530.487427
2016,High Point,1586.836668
2016,Nevada,1578.655642
2016,Washington Adventist,1458.504405
2016,Utica,1484.249778
2016,East Central,1476.943304
2016,Cincinnati,1624.716911
2016,Utah State,1556.607873
2016,Northwestern State,1397.770948
2016,NJIT,1545.848138
2016,Sacramento State,1496.357342
2016,Hawaii,1696.640365
2016,Dubuque,1486.031798
2016,Eastern Illinois,1442.453362
2016,Denver,1511.695792
2016,Tennessee,1508.295991
2016,South Dakota State,1668.070462
2016,Lehigh,1467.671085
2016,Southeastern Oklahoma State,1480.338909
2016,Binghamton,1366.683113
2016,Ohio Dominican,1487.378074
2016,Texas,1591.178822
2016,Texas State,1489.040883
2016,Central Michigan,1524.129156
2016,Judson,1469.953604
2016,Indiana State,1500.258475
2016,Virginia Military Institute,1406.396858
2016,Mississippi Valley State,1314.608154
2016,Montana State,1469.922812
2016,Northwest Indian College,1483.656047
2016,Ryerson,1482.117885
2016,Oakwood,1456.711026
2016,Cal Poly,1450.761403
2016,Kean,1473.59234
2016,Wofford,1464.888436
2016,Chapman,1490.725028
2016,UCLA,1540.83056
2016,Warren Wilson,1468.6776
2016,Cal State Monterey Bay,1482.086527
2016,Manchester,1489.902174
2016,George Washington,1656.670246
2016,Oakland City,1447.367893
2016,St. Ambrose,1483.274027
2016,Mississippi College,1478.611353
2016,Nevada-Las Vegas,1557.615662
2016,Baylor,1644.319357
2016,Alabama A&M,1436.248034
2016,Purdue Calumet,1477.260624
2016,La Verne,1479.07709
2016,Texas-San Antonio,1307.745176
2016,Goldey-Beacom,1457.144608
2016,Queens (NY),1485.890842
2016,Saint Francis (PA),1482.115372
2016,Sam Houston State,1530.758754
2016,North Florida,1594.796799
2016,Liberty,1428.500335
2016,Ursinus,1481.234744
2016,Kansas,1740.33807
2016,Cincinnati Christian,1486.279685
2016,Florida College,1483.784287
2016,Purdue North Central,1487.516473
2016,Ave Maria,1464.708311
2016,South Alabama,1450.973866
2016,Quinnipiac,1401.252521
2016,Pittsburgh-Bradford,1485.447443
2016,Troy,1407.560728
2016,McMurry,1484.56467
2016,Cal State Los Angeles,1479.610134
2016,Oklahoma State,1477.436067
2016,Tulsa,1592.201755
2016,Northern New Mexico,1486.15776
2016,Texas-Arlington,1630.754256
2016,Rider,1412.70062
2016,Princeton,1656.757827
2016,Nebraska,1500.146441
2016,Tusculum,1479.429379
2016,Missouri Valley,1480.618026
2016,Black Hills State,1491.793949
2016,Arkansas Tech,1491.363253
2016,Fairleigh Dickinson,1503.347842
2016,Rice,1430.443397
2016,Central State (OH),1483.887864
2016,Pittsburgh,1640.934512
2016,Arizona State,1537.961834
2016,Washington State,1452.738466
2016,Louisville,1663.427449
2016,Covenant,1479.87573
2016,Massachusetts-Lowell,1432.683704
2016,North Greenville,1466.771445
2016,Iowa State,1656.006033
2016,Mt. St. Joseph,1487.194792
2016,Oklahoma,1714.668943
2016,Tiffin,1479.823195
2016,Cedarville,1478.782879
2016,Western Oregon,1490.139754
2016,Marist,1357.646722
2016,Kenyon,1481.501386
2016,Hofstra,1620.29553
2016,Ferrum,1475.690547
2016,Delaware State,1308.230469
2016,Chowan,1480.088974
2016,Eastern Washington,1505.339841
2016,Rochester (MI),1453.749092
2016,Master's,1487.2781
2016,West Virginia Tech,1485.058797
2016,Fairfield,1545.785226
2016,Maryland-Baltimore County,1324.715483
2016,Arkansas-Monticello,1482.855893
2016,Mount Saint Vincent,1481.271078
2016,St. Bonaventure,1624.049364
2016,East Carolina,1470.02586
2016,Manhattan,1445.573195
2016,Florida International,1474.493494
2016,Creighton,1558.240164
2016,Illinois Tech,1475.432134
2016,Texas A&M-Kingsville,1478.357392
2016,Urbana,1482.991351
2016,Blue Mountain College,1455.868758
2016,DePaul,1415.823043
2016,Hillsdale,1465.219885
2016,Shenandoah,1484.020049
2016,Wyoming,1505.053496
2016,Alabama State,1466.264671
2016,Chadron State,1490.847437
2016,Illinois,1497.215829
2016,Westminster,1482.864671
2016,Alaska-Anchorage,1469.132305
2016,Southern Utah,1348.500699
2016,Mercy,1483.887586
2016,Fairleigh Dickinson-Florham,1483.694972
2016,Webber,1450.047594
2016,San Francisco,1511.806054
2016,Miles,1478.962822
2016,Tennessee State,1593.155178
2016,Louisiana State-Alexandria,1480.74085
2016,Thomas University,1445.290683
2016,Central Pennsylvania College,1400.460876
2016,Western Carolina,1479.016304
2016,Sacred Heart,1405.869944
2016,College of Idaho,1487.405154
2016,Union (TN),1484.27021
2016,Coastal Carolina,1561.940956
2016,Brigham Young,1627.74706
2016,Rhode Island,1546.138416
2016,Milwaukee,1573.761008
2016,Chattanooga,1700.817545
2016,Tabor College,1481.76962
2016,Utah,1682.597485
2016,Charlotte,1428.942233
2016,Maine-Fort Kent,1485.577769
2016,Linfield,1486.111293
2016,Saint Mary's (CA),1713.891371
2016,Rutgers,1379.123214
2016,Texas-Rio Grande Valley,1380.609636
2016,Lyndon State,1485.458527
2016,Harris-Stowe,1452.924586
2016,Toccoa Falls,1447.782017
2016,Davidson,1597.294727
2016,Robert Morris,1364.589796
2016,Johnson & Wales (NC),1436.485501
2016,Maryland,1701.2973
2016,Fresno Pacific,1455.552239
2016,Antelope Valley,1419.695181
2016,Arizona,1660.048334
2016,San Diego Christian,1430.829487
2016,Appalachian State,1384.978368
2016,South Carolina Upstate,1394.611385
2016,North Carolina-Asheville,1575.138643
2016,Bristol University,1461.851013
2016,North Dakota,1508.15382
2016,Xavier,1729.099747
2016,New Mexico State,1582.830975
2016,Howard,1450.473239
2016,Fort Lewis,1487.731124
2016,Merchant Marine Academy,1490.52548
2016,Adams State,1475.185599
2016,Paine,1477.79296
2016,Western Michigan,1455.001122
2016,West Virginia,1687.747198
2016,Kansas State,1570.295706
2016,Southern,1577.644993
2016,North Texas,1431.045659
2016,Goucher,1487.779967
2016,New Hampshire,1546.301143
2016,Tulane,1429.434195
2016,Chicago State,1316.866315
2016,Norfolk State,1479.801626
2016,Tampa,1485.962014
2016,Carroll,1471.185461
2016,Kennesaw State,1408.540024
2016,Kentucky,1681.249911
2016,Evansville,1665.545928
2016,Wentworth,1485.071973
2016,Campbellsville,1484.768613
2016,Fordham,1542.196515
2016,Brescia,1469.849799
2016,Florida Atlantic,1356.903176
2016,Dillard,1467.470104
2016,Madonna,1484.442274
2016,Missouri,1444.68556
2016,Harvard,1473.311408
2016,Henderson State,1491.673146
2016,Arkansas State,1443.24187
2016,Minnesota,1408.448668
2016,San Diego,1384.897599
2016,Iona,1568.592282
2016,New Mexico,1550.66086
2016,Mid-Atlantic Christian,1458.563747
2016,Emmanuel,1485.940231
2016,Charleston Southern,1424.381232
2016,Belmont Abbey,1467.357629
2016,Central Florida,1461.08403
2016,Bethune-Cookman,1451.010724
2016,Citadel,1433.47716
2016,Western Illinois,1462.216301
2016,Prairie View,1307.099827
2016,Louisiana Tech,1646.448225
2016,Geneva,1480.248992
2016,John Brown,1479.639544
2016,Tennessee-Martin,1492.316869
2016,College of Charleston,1561.988591
2016,Fresno State,1626.253265
2016,Ouachita,1487.132714
2016,SUNY-Oneonta,1490.04452
2016,Louisiana,1522.209186
2016,William Jewell,1482.260362
2016,William Jessup,1482.16768
2016,Pacific,1394.758682
2016,Silver Lake,1477.649023
2016,Oakland,1579.013344
2016,Florida Tech,1481.169135
2016,Virginia Commonwealth,1628.66351
2016,Colorado State,1542.032995
2016,Lamar,1460.172085
2016,Tennessee Tech,1579.226177
2016,Presbyterian,1422.407746
2016,Our Lady of the Lake,1463.393268
2016,Holy Names,1451.737351
2016,Coppin State,1376.234095
2016,Colorado Christian,1478.724023
2016,Boston College,1388.861474
2016,Brown,1388.284244
2016,Millsaps,1489.978525
2016,Northern Arizona,1343.934097
2016,La Roche,1477.122194
2016,Idaho State,1481.224921
2016,South Florida,1350.900292
2016,Florida State,1590.135858
2016,Thomas More,1482.398388
2016,Boise State,1595.688006
2016,Saint Martin's,1490.924297
2016,Texas Lutheran,1465.677212
2016,Dickinson State (ND),1481.626052
2016,Johnson University,1478.621848
2016,George Mason,1437.453777
2016,Williams Baptist,1480.44356
2016,Incarnate Word,1546.588876
2016,Hawaii Pacific,1490.845897
2016,Loyola (MD),1395.050141
2016,Trevecca Nazarene,1489.158637
2016,Willamette,1489.035392
2016,Hannibal-LaGrange,1449.151342
2016,Kent State,1575.997785
2016,Georgia,1571.867631
2016,Texas Tech,1611.981551
2016,Greensboro,1480.962403
2016,Georgia Tech,1586.685311
2016,Weber State,1615.46608
2016,Seton Hall,1645.926514
2016,Bob Jones University,1461.483105
2016,Oberlin,1485.396665
2016,Colorado,1628.352227
2016,Reinhardt,1451.661665
2016,Bowie State,1483.184925
2016,Middle Georgia State,1473.04525
2016,New Orleans,1408.715638
2016,Northern Colorado,1398.181026
2016,Catawba,1484.695232
2016,Trinity Christian,1469.627241
2016,Alabama-Birmingham,1659.089305
2016,Saint Joseph's,1693.903729
2016,Portland,1453.71003
2016,Chaminade,1458.730062
2016,Texas A&M,1687.596522
2016,Massachusetts Institute of Technology,1481.951073
2016,Loyola (LA),1434.0351
2016,Lafayette,1347.390629
2016,Mississippi State,1490.717977
2016,Mercer,1578.148603
2016,Chestnut Hill,1477.484407
2016,Alcorn State,1457.844276
2016,Holy Cross,1444.880662
2016,Cheyney,1481.770233
2016,Le Tourneau,1485.347631
2016,Buffalo,1546.069551
2016,Emerson,1478.184293
2016,Bryant,1383.720391
2016,Penn State-Harrisburg,1480.760902
2016,Morehead State,1563.562161
2016,Texas-Tyler,1482.701553
2016,Brigham Young-Hawaii,1485.668558
2016,Illinois State,1544.931482
2016,South Carolina,1672.498932
2016,Green Bay,1568.809302
2016,Morgan State,1378.585214
2016,Texas Christian,1469.390404
2016,Elon,1541.756954
2016,Missouri State,1430.621554
2016,Loyola Marymount,1481.347142
2016,Jacksonville State,1370.221009
2016,Maryville (MO),1477.188371
2016,Coker,1486.891142
2016,Florida A&M,1399.870131
2016,Concordia (OR),1489.018053
2016,Cal State East Bay,1478.483987
2016,Gonzaga,1667.801415
2016,Ohio State,1568.750797
2016,Great Falls,1425.199733
2017,Johnson & Wales,1480.059146
2017,Waldorf,1485.852799
2017,Siena,1482.888509
2017,Muskingum,1480.115573
